년도	가수	제목	남녀	장르	최고순위	작사가	작곡가	소속사	가사
20190402	볼빨간사춘기	Mermaid	female	"인디음악, 포크/블루스"	26	안지영	안지영	쇼파르뮤직	너무 어둡고 캄캄한 내 맘은 네가 알기엔 먼 곳만 같아서 자꾸 난 도망치려 할 때마다 네 그 눈빛이 자꾸만 날 찾아 기억 속에 짓궂게도 네 모습은 습관처럼 고개를 숙이며 어떤 말을 해야 할지 모른 채로 아주 잠시 내 모습을 들여다봐 네가 사라지면 난 없어져 버릴지도 몰라 아주 조용한 바닷속으로 사라질지도 몰라 나는 너를 너무 사랑했었다고 믿겠지만 네가 사라지면 어떤 말도 할 수 없겠지만 아주 조용히 기억 속에 짓궂게도 네 모습은 습관처럼 고개를 숙이며 어떤 말을 해야 할지 모른 채로 아주 잠시 내 모습을 들여다봐 네가 사라지면 난 없어져 버릴지도 몰라 아주 조용한 바닷속으로 사라질지도 몰라 나는 너를 너무 사랑했었다고 믿겠지만 네가 사라지면 어떤 말도 할 수 없겠지만 아주 조용히 아주 조용히 아주 조용히 아주 조용히 겨울이 지나가고 봄이 다가올 때쯤 넌 물어보겠지 어디로 향하냐고 사실 나도 몰라 어디쯤 내가 있는지 그냥 네가 있는 그곳에 여전히 나 머물러 아주 조용히 아주 조용히 아주 조용히 네가 사라지면 난 없어져 버릴지도 몰라 아주 조용한 바닷속으로 사라질지도 몰라 아주 조용히 날 떠나려 하지 마 좋은 노랠 들려줄게 그냥 네 옆에서 널 바라만 볼게 아주 잠시 내가 널 잊어버렸는지 몰라 내 곁에 네 모습이 흐릿해진 줄 모르고 you always be my mermaid
20190405	BLACKPINK	Kill This Love	female	랩/힙합	21	Bekuh BOOM	Bekuh BOOM	(주)YG엔터테인먼트	천사 같은 Hi 끝엔 악마 같은 Bye 매번 미칠듯한 High 뒤엔 뱉어야 하는 Price 이건 답이 없는 Test 매번 속더라도 Yes 딱한 감정의 노예 얼어 죽을 사랑해 Here I come kick in the door 가장 독한 걸로 줘 뻔하디 뻔한 그 love 더 내놔봐 give me some more 알아서 매달려 벼랑 끝에 한마디면 또 like 헤벌레 해 그 따뜻한 떨림이 새빨간 설렘이 마치 heaven 같겠지만 you might not get in it Look at me Look at you 누가 더 아플까 You smart 누가 You are 두 눈에 피눈물 흐르게 된다면 So sorry 누가 You are 나 어떡해 나약한 날 견딜 수 없어 애써 두 눈을 가린 채 사랑의 숨통을 끊어야겠어 LET’S KILL THIS LOVE LET’S KILL THIS LOVE Feelin’ like a sinner Its so fire with him I go boo hoo He said you look crazy Thank you baby I owe it all to you Got me all messed up His love is my favorite But you plus me sadly can be dangerous Lucky me Lucky you 결국엔 거짓말 we lie So what so what 만약에 내가 널 지우게 된다면 So sorry I’m not sorry 나 어떡해 나약한 날 견딜 수 없어 애써 눈물을 감춘 채 사랑의 숨통을 끊어야겠어 LET’S KILL THIS LOVE LET’S KILL THIS LOVE We all commit to love That makes you cry We’re all making love That kills you inside We must kill this love Yeah it’s sad but true Gotta kill this love Before it kills you too Kill this love Yeah it’s sad but true Gotta kill this love Gotta kill let’s kill this love
20190412	방탄소년단	작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)	male	댄스	25	Halsey	Halsey	빅히트엔터테인먼트	모든 게 궁금해 How’s your day Oh tell me 뭐가 널 행복하게 하는지 Oh text me Your every picture 내 머리맡에 두고 싶어 oh bae Come be my teacher 네 모든 걸 다 가르쳐줘 Your 1 your 2 Listen my my baby 나는 저 하늘을 높이 날고 있어 그때 니가 내게 줬던 두 날개로 이제 여긴 너무 높아 난 내 눈에 널 맞추고 싶어 Yeah you makin’ me a boy with luv Oh my my my oh my my my I've waited all my life 네 전부를 함께하고 싶어 Oh my my my oh my my my Looking for something right 이제 조금은 나 알겠어 I want something stronger Than a moment than a moment love I have waited longer For a boy with For a boy with luv 널 알게 된 이후 ya 내 삶은 온통 너 ya 사소한 게 사소하지 않게 만들어버린 너라는 별 하나부터 열까지 모든 게 특별하지 너의 관심사 걸음걸이 말투와 사소한 작은 습관들까지 다 말하지 너무 작던 내가 영웅이 된 거라고 Oh nah 난 말하지 운명 따윈 처음부터 내 게 아니었다고 Oh nah 세계의 평화 No way 거대한 질서 No way 그저 널 지킬 거야 난 Boy with luv Listen my my baby 나는 저 하늘을 높이 날고 있어 그때 니가 내게 줬던 두 날개로 이제 여긴 너무 높아 난 내 눈에 널 맞추고 싶어 Yeah you makin’ me a boy with luv Oh my my my oh my my my You got me high so fast 네 전부를 함께하고 싶어 Oh my my my oh my my my You got me fly so fast 이제 조금은 나 알겠어 Love is nothing stronger Than a boy with luv Love is nothing stronger Than a boy with luv 툭 까놓고 말할게 나도 모르게 힘이 들어가기도 했어 높아버린 sky 커져버린 hall 때론 도망치게 해달라며 기도했어 But 너의 상처는 나의 상처 깨달았을 때 나 다짐했던 걸 니가 준 이카루스의 날개로 태양이 아닌 너에게로 Let me fly Oh my my my oh my my my I've waited all my life 네 전부를 함께하고 싶어 Oh my my my oh my my my Looking for something right 이제 조금은 나 알겠어 I want something stronger Than a moment than a moment love Love is nothing stronger Than a boy with luv
20190412	방탄소년단	소우주 (Mikrokosmos)	male	R&B/Soul	11	Michel “Lindgren” Schulz	Michel “Lindgren” Schulz	빅히트엔터테인먼트	반짝이는 별빛들 깜빡이는 불 켜진 건물 우린 빛나고 있네 각자의 방 각자의 별에서 어떤 빛은 야망 어떤 빛은 방황 사람들의 불빛들 모두 소중한 하나 어두운 밤 외로워 마 별처럼 다 우린 빛나 사라지지 마 큰 존재니까 Let us shine 어쩜 이 밤의 표정이 이토록 또 아름다운 건 저 별들도 불빛도 아닌 우리 때문일 거야 You got me 난 너를 보며 꿈을 꿔 I got you 칠흑 같던 밤들 속 서로가 본 서로의 빛 같은 말을 하고 있었던 거야 우린 가장 깊은 밤에 더 빛나는 별빛 가장 깊은 밤에 더 빛나는 별빛 밤이 깊을수록 더 빛나는 별빛 한 사람에 하나의 역사 한 사람에 하나의 별 70억 개의 빛으로 빛나는 70억 가지의 world 70억 가지의 삶 도시의 야경은 어쩌면 또 다른 도시의 밤 각자만의 꿈 Let us shine 넌 누구보다 밝게 빛나 One 어쩜 이 밤의 표정이 이토록 또 아름다운 건 저 어둠도 달빛도 아닌 우리 때문일 거야 You got me 난 너를 보며 꿈을 꿔 I got you 칠흑 같던 밤들 속 서로가 본 서로의 빛 같은 말을 하고 있었던 거야 우린 가장 깊은 밤에 더 빛나는 별빛 가장 깊은 밤에 더 빛나는 별빛 밤이 깊을수록 더 빛나는 별빛 도시의 불 이 도시의 별 어릴 적 올려본 밤하늘을 난 떠올려 사람이란 불 사람이란 별로 가득한 바로 이 곳에서 We shinin’ You got me 난 너를 보며 숨을 쉬어 I got you 칠흑 같던 밤들 속에 Shine dream smile Oh let us light up the night 우린 우리대로 빛나 Shine dream smile Oh let us light up the night 우리 그 자체로 빛나 Tonight Na na na na na na Na na na na na na na Na na na na na na Na na na na na na na na Na na na na na na Na na na na na na na Na na na na na na Na na na na na na na na
20190412	방탄소년단	Make It Right	male	랩/힙합	15	j-hope	j-hope	빅히트엔터테인먼트	내가 날 눈치챘던 순간 떠나야만 했어 난 찾아내야 했어 All day all night 사막과 바다들을 건너 넓고 넓은 세계를 헤매어 다녔어 Baby I I could make it better I could hold you tighter 그 먼 길 위에서 Oh you’re the light 초대받지 못한 환영받지 못한 나를 알아줬던 단 한 사람 끝도 보이지 않던 영원의 밤 내게 아침을 선물한 건 너야 이제 그 손 내가 잡아도 될까 Oh oh I can make it right All right All right Oh I can make it right All right All right Oh I can make it right 이 세상 속에 영웅이 된 나 나를 찾는 큰 환호와 내 손 트로피와 금빛 마이크 All day everywhere But 모든 게 너에게 닿기 위함인 걸 내 여정의 답인 걸 널 찾기 위해 노래해 Baby to you 전보다 조금 더 커진 키에 좀 더 단단해진 목소리에 모든 건 네게 돌아가기 위해 이제 너라는 지도를 활짝 펼칠게 My rehab 날 봐 왜 못 알아봐 남들의 아우성 따위 나 듣고 싶지 않아 너의 향기는 여전히 나를 꿰뚫어 무너뜨려 되돌아가자 그때로 Baby I know I can make it better I can hold you tighter 그 모든 길은 널 향한 거야 다 소용없었어 너 아닌 다른 건 그때처럼 날 어루만져줘 끝도 보이지 않던 영원의 밤 내게 아침을 선물한 건 너야 이제 그 손 내가 잡아도 될까 Oh oh I can make it right All right All right Oh I can make it right All right All right Oh I can make it right 여전히 아름다운 너 그날의 그때처럼 말없이 그냥 날 안아줘 지옥에서 내가 살아 남은 건 날 위했던 게 아닌 되려 너를 위한 거란 걸 안다면 주저 말고 please save my life 너 없이 헤쳐왔던 사막 위는 목말라 그러니 어서 빨리 날 잡아줘 너 없는 바다는 결국 사막과 같을 거란 걸 알아 All right I can make it better I can hold you tighter Oh I can make it right 다 소용없었어 너 아닌 다른 건 Oh I can make it right All right All right Oh I can make it right
20190412	방탄소년단	HOME	male	랩/힙합	20	ADORA	ADORA	빅히트엔터테인먼트	미칠듯한 설레임에 인사조차 못했어 Yeah I'm going out baby 온 세상이 내 집 Crazy for myself 저 문을 열면 뭐든 다 될 것처럼 마치 무슨 본때를 보여줄 것처럼 집을 나섰지 이 모든 상상이 다 신기루로 끝나지 않길 Oh yeah I did it me shine with flashin’ lights Got lotta friends 고즈넉한 내 공간 그래 기억해 뭐든 다 할 수 있을 것만 같던 때 I saw the ocean yeah 이 문을 열기도 전에 Oh yeah 뭔가 채울수록 더 비어가 함께일수록 더 혼자인 것 같아 반쯤 감긴 눈 잠 못 드는 밤 니가 있는 곳 아마 그곳이 Mi Casa With you I’mma feel rich 바로 그곳이 Mi Casa 미리 켜둬 너의 switch Yeah 말을 안 해도 편안할 거야 너만 있다면 다 내 집이 될 거야 You know I want that Home You know you got that Home Your love your love your love I miss that Your love your love your love I want that Your touch your touch your touch I need that La la la la la la la la I love it 불 꺼진 현관에 내 발이 이상해 눈 감고 이불 안에 있어도 이상해 둥 붕 뜬 기분 빙 도는 두 눈 이 멋진 공간에 나 완전 초라해 완전 초라해 세상은 우리가 세상을 다 가진 줄 아는군 꿈에 그리던 Big house big cars big rings 내가 원한 건 모든 걸 가져도 뭔가 허전한 지금 모든 걸 이룬 자가 느낀 낯선 기분 But 지금 떠나도 돌아올 곳이 있기에 나서는 문 갈림길에서 자꾸 생각나 볼품없던 날 알아줬던 너 니 생각에 웃을 수 있었어 니가 있는 곳 아마 그곳이 Mi Casa With you I’mma feel rich 바로 그곳이 Mi Casa 미리 켜둬 너의 switch Yeah 말을 안 해도 편안할 거야 너만 있다면 다 내 집이 될 거야 You know I want that Home You know you got that Home 그 언젠가 초인종이 세 번 울리면 문을 열어주겠니 미처 못한 인사를 전할 수 있게 그땐 말할게 오랜만이야 Mi Casa With you I just feel rich 다녀왔어 Hi Mi Casa 켜뒀구나 너의 switch Yeah 말을 안 해도 편안하잖아 니가 있어서 나의 집이 된 거야 You know I want that Home You know you got that Home Your love your love your love I miss that Your love your love your love I want that Your touch your touch your touch I need that La la la la la la la la I love it
20190412	방탄소년단	Jamais Vu	male	R&B/Soul	22	방시혁	방시혁	빅히트엔터테인먼트	또 져버린 것 같아 넌 화가 나 보여 아른대는 Game over over over 만약 게임이라면 또 load하면 되겠지만 I guess I gotta deal with this deal with this Real world 차라리 게임이면 좋겠지 너무 아프니까 I need to heal my medic But I’m another star 완벽하지 못했던 나를 탓해 Brake in my head brake in my step always 그저 잘하고 싶었고 웃게 해주고 싶었는데 damn Please give me a remedy 멈춰버린 심장을 뛰게 할 remedy 이제 어떻게 해야 해 날 살려줘 다시 기회를 줘 Please give me a A remedy a melody 오직 내게만 남겨질 그 memory 이쯤에서 그만하면 꺼버리면 모든 게 다 편해질까 괜찮지만 괜찮지 않아 익숙하다고 혼잣말했지만 늘 처음인 것처럼 아파 부족한 gamer 맞아 날 control 못하지 계속 아파 ‘Cause 시행착오와 오만 가지 내 노래 가사 몸짓 하나 말 한마디 다 내 미시감에 무서워지고 또 늘 도망가려 해 But 잡네 그래도 네가 내 그림자는 커져가도 내 삶과 넌 equal sign So 내 remedy는 your remedy Please give me a remedy 멈춰버린 심장을 뛰게 할 remedy 이제 어떻게 해야 해 날 살려줘 다시 기회를 줘 Please give me a Remedy 또 다시 뛰고 또 넘어지고 Honestly 수없이 반복된대도 난 또 뛸 거라고 So give me a remedy 멈춰버린 심장을 뛰게 할 remedy 이제 어떻게 해야 해 날 살려줘 다시 기회를 줘 Please give me a remedy 성공인가 돌아왔어 멈춰버린 심장을 뛰게 할 remedy 집중해서 꼭 네게 닿고 말겠어 떨어지고 넘어지고 이제 어떻게 해야 해 익숙한 아픔이 똑같이 날 덮쳐 날 살려줘 이번에도 쉽지 않아 다시 기회를 줘 관둘 거냐고 No no never I won’t give up
20190412	방탄소년단	Dionysus	male	랩/힙합	29	Roman Campolo	Roman Campolo	빅히트엔터테인먼트	쭉 들이켜 술잔 sippin’ 팔짱 tippin’ 한 입 티르소스 grippin’ 포도 eatin’ 쭉 들이켜 분위기 keep it D style rip it 한 입 여기 kill it let’s steal it The illest 그냥 취해 마치 디오니소스 한 손에 술잔 다른 손에 든 티르소스 투명한 크리스탈 잔 속 찰랑이는 예술 예술도 술이지 뭐 마시면 취해 fool You dunno you dunno you dunno what to do with 내가 보여줄게 난 전혀 다른 걸 추진 아이비와 거친 나무로 된 mic 절대 단 한 숨에 나오는 소리 따윈 없다 해가 뜰 때까지 where the party at 잠이 들 때까지 where the party at Sing it 불러 다시 Drink it 마셔 다시 우린 두 번 태어나지 쭉 들이켜 창작의 고통 한 입 시대의 호통 쭉 들이켜 나와의 소통 한 입 Okay now I’m ready fo sho 다 마셔 마셔 마셔 마셔 내 술잔 ay 다 빠져 빠져 빠져 미친 예술가에 한 잔 one shot 두 잔 two shots 예술에 취해 불러 옹헤야 다 마셔 마셔 마셔 마셔 내 술잔 ay 다 빠져 빠져 빠져 미친 예술가에 한 잔 one shot 두 잔 two shots 꽹과리 치며 불러 옹헤야 술잔 sippin’ 팔짱 tippin’ 티르소스 grippin’ 포도 eatin’ 분위기 keep it D style rip it 여기 kill it let’s steal it The illest 난 지금 세상의 문 앞에 있어 무대에 오를 때 들리는 환호성 Can't you see my stacked broken thyrsus 이제 난 다시 태어나네 비로소 When the night comes mumble mumble mumble When the night comes tumble tumble tumble Studio를 채운 저음 저음 저음 Bass drum goes like 덤덤덤 해가 뜰 때까지 where the party at 잠이 들 때까지 where the party at Sing it 불러 다시 Drink it 마셔 다시 우린 두 번 태어나지 쭉 들이켜 창작의 고통 한 입 시대의 호통 쭉 들이켜 나와의 소통 한 입 Okay now I’m ready fo sho 다 마셔 마셔 마셔 마셔 내 술잔 ay 다 빠져 빠져 빠져 미친 예술가에 한 잔 one shot 두 잔 two shots 예술에 취해 불러 옹헤야 다 마셔 마셔 마셔 마셔 내 술잔 ay 다 빠져 빠져 빠져 미친 예술가에 한 잔 one shot 두 잔 two shots 꽹과리 치며 불러 옹헤야 우리가 떴다 하면 전세계 어디든지 stadium party ay Kpop 아이돌로 태어나 다시 환생한 artist 다시 환생한 artist 다시 환생한 artist 내가 아이돌이든 예술가이든 뭐가 중요해 짠해 예술도 이 정도면 과음이지 과음 yeah 새 기록은 자신과 싸움이지 싸움 yeah 축배를 들어올리고 one shot 허나 난 여전히 목말라 What 다 마셔 마셔 마셔 마셔 내 술잔 ay 다 빠져 빠져 빠져 미친 예술가에 한 잔 one shot 두 잔 two shots 예술에 취해 불러 옹헤야 다 마셔 마셔 마셔 마셔 내 술잔 ay 다 빠져 빠져 빠져 미친 예술가에 한 잔 one shot 두 잔 two shots 꽹과리 치며 불러 옹헤야 술잔 sippin’ 팔짱 tippin’ 티르소스 grippin’ 포도 eatin’ 분위기 keep it D style rip it 여기 kill it let’s steal it The illest 술잔 sippin’ 팔짱 tippin’ 티르소스 grippin’ 포도 eatin’ 분위기 keep it D style rip it 여기 kill it let’s steal it The illest
20190422	TWICE (트와이스)	FANCY	female	댄스	4	전군	전군	(주)JYP엔터테인먼트	지금 하늘 구름 색은 Tropical yeah 저 태양 빨간빛 네 두 볼 같아 Oh tell me I’m the only one baby I fancy you I fancy you fancy you It’s dangerous 따끔해 넌 장미 같아 괜찮아 조금도 난 겁나지 않아 더 세게 꼭 잡아 Take my hand 좀 위험할거야 더 위험할거야 baby 달콤한 초콜릿 아이스크림처럼 녹아버리는 지금 내 기분 So lovely 깜깜한 우주 속 가장 반짝이는 저 별 저 별 그 옆에 큰 네 별 거기 너 I fancy you 아무나 원하지 않아 Hey I love you Love ya 그래 너 I fancy you 꿈처럼 행복해도 돼 Cause I need you What Fancy you 누가 먼저 좋아하면 어때 Fancy you 지금 너에게로 갈래 Fancy 매일매일 난 정말 아무것도 못하네 Oh my Mayday 이러다 큰일 낼 것 같은데 Bang bang 머리가 홀린 듯 Reset이 돼 어쩌면 좋아 이게 맞는건지 몰라 SOS Swim swim 너란 바다에 잠수함이 돼 매일이 Birthday 달콤해 너와 나의 Fantasy Dream dream 마치 꿈같아 볼 꼬집어봐 요즘 나의 상태 메세진 랄랄라 Baby 달콤한 초콜릿 아이스크림처럼 녹아버리는 지금 내 기분 So lovely 깜깜한 우주 속 가장 반짝이는 저 별 저 별 그 옆에 큰 네 별 거기 너 I fancy you 아무나 원하지 않아 Hey I love you Love ya 그래 너 I fancy you 꿈처럼 행복해도 돼 Cause I need you What Fancy you 누가 먼저 좋아하면 어때 Fancy you 지금 너에게로 갈래 Fancy 연기처럼 훅 사라질까 늘 가득히 담아 널 두 눈에 담아 생각만으로 포근해져 몰래 뒤에서 안아 널 놓지 않을래 거기 너 I fancy you 아무나 원하지 않아 Hey I love you Love ya 그래 너 I fancy you 꿈처럼 행복해도 돼 Cause I need you What Fancy you 누가 먼저 좋아하면 어때 Fancy you 지금 너에게로 갈래 Fancy
20190515	WINNER	AH YEAH (아예)	male	댄스	9	이승훈	Joe Rhee	(주)YG엔터테인먼트	우리 딱 약속해 난 친구는 못 해 깨끗하게 아예 가끔 참 야속해 사랑 빼면 원래 우린 남이야 아예 하나도 안 미안해 속이 다 후련해 드디어 내 시간이 많이 생겼네 음 근데 뭘 해야 하지 이제 Reset set set 또다시 Bad bad bad boy 로 돌아가 시원하게 밀어낼 때 때 때 영화관 대신 PC방 주말엔 날 찾지 마 새로운 만남 어딜 갈까 휘파람이 절로 나와 한 편의 영화처럼 사랑해도 열린 결말은 싫어 그 주인공들처럼 울고 불며 후회하긴 싫어 아예 우리 딱 약속해 난 친구는 못 해 깨끗하게 아예 가끔 참 야속해 사랑 빼면 원래 우린 남이야 아예 ㅇㅏㅇㅖ 내 눈 앞에서 ㅇㅏㅇㅖ 떠나가 버려 이제는 Bye bye 이별 앞에 가위 지고는 못 사는 너이기에 싹 자를게 실오라기 게 같다 나란 놈 쫑 내자 맘먹고도 집게 손 은 너의 옷깃 잡은 채로 굳어버려 난 순애보 한 편의 영화처럼 사랑해도 열린 결말은 싫어 그 주인공들처럼 울고 불며 질척대긴 싫어 아예 우리 딱 약속해 난 친구는 못 해 깨끗하게 아예 가끔 참 야속해 사랑 빼면 원래 우린 남이야 아예 I don’t care 너의 피눈물도 I don’t care 난 원래 이런 놈 네가 알던 착한 바본 여기 없어 oh no I don’t care 너의 주변에서 I don’t care 나 쓰레기 돼도 그냥 욕을 해 그래 그렇게 더는 미련 없게 아예 It’s over 우리 딱 약속해 난 친구는 못 해 깨끗하게 아예 It’s over 가끔 참 야속해 사랑 빼면 원래 우린 남이야 아예 It’s over
20190516	소유 (SOYOU)	비가 오잖아	female	R&B/Soul	25	오반	피아노맨	스타쉽 엔터테인먼트	비가 오잖아 마치 기다린 것처럼 하필 우리가 헤어진 지금 비가 오잖아 너와 남이 된 이 순간에 우산 없는 너를 바라봤어 생각보다 더 쉽더라 우리가 헤어지는 게 죽을 것처럼 널 사랑했는데 고작 몇 마디로 우린 날 잡아줄까 헛된 기대를 아직 놓지 못했었나봐 사실 알았어 이제 니 눈빛은 yeah 저 비처럼 차가워졌다는 걸 비가 오잖아 마치 기다린 것처럼 하필 우리가 헤어진 지금 비가 오잖아 너와 남이 된 이 순간에 우산 없는 너를 바라봤어 헤어지자는 니 말에 붙잡을 수는 없었어 넌 항상 내게 최선이었는데 널 울게 했어 계속 우산이라도 씌워주고서 너를 보내고 싶었는데 우리 마지막 남은 장면이 고작 비에 젖은 너를 바라보는 나 비가 오잖아 마치 기다린 것처럼 하필 우리가 헤어진 지금 비가 오잖아 너와 남이 된 이 순간에 우산 없는 너를 바라봤어 우리 사랑이 늘 소나기 같아서 아주 잠깐은 뜨거웠나봐 널 잊지 못할까 두려웠는데 예 돌아가는 길 내 우산은 가져가 더 힘들어지게 비가 오잖아 그래도 뒤돌아 보진 않을게 비가 오잖아 마치 기다린 것처럼 하필 우리가 헤어진 지금 비가 오잖아 너와 남이 된 이 순간에 우산 없는 너를 바라봤어
20190517	다비치	너에게 못했던 내 마지막 말은	female	발라드	6	최한솔	최한솔	"Stone Music Entertainment, B2M Entertainment"	아직 남았을까 못 잊을 이유가 남아 있을까 나만 왜 이렇게 바보같이 혼자 널 기다릴까 음 애꿎은 바람들은 말도 안 되는 네 말을 또 믿고 싶게 해 달라질 게 없는데 끝인 걸 아는데 생각이 나 그 모든 게 나 어쩌면 너에게 하고 싶은 말은 긴 밤을 지새도 아직 너를 많이 사랑한다고 이 아픈 시간이 어서 지나가기를 조금만 더 버텨볼게 네가 없는 하루가 버겁긴 하지만 보고 싶은 마음 꾹 참고 하루에 하나씩 잊어볼게 그래 볼게 매일 이런 다짐을 해 습관처럼 생각보다 길어진 그리움이 익숙해져 가는 날들에 제법 웃기도 하다 또 괜찮다가도 생각이 나 네 모든 게 나 어쩌면 너에게 하고 싶은 말은 긴 밤을 지새도 아직 너를 많이 사랑한다고 이 아픈 시간이 어서 지나가기를 조금만 더 버텨볼게 네가 없는 하루가 버겁긴 하지만 보고 싶은 마음 꾹 참고 하루에 하나씩 잊어볼게 그래 볼게 매일 이런 다짐을 해 습관처럼 괜찮은 척 비워낸 척해봐도 사실 많이 힘들어서 당장이라도 네게 가고 싶어 지금은 아니어도 끝내 내 손잡아 줘 oh 너에게 못했던 내 마지막 말은 언젠가 한 번쯤 나를 떠올리다 그리워지면 언제든 돌아와 난 여기 있을 거야 아무 일 없던 것처럼 너 없는 하루가 어렵긴 하지만 이 정도쯤은 꾹 참고 하루에 하나씩 기억할게 그래 볼게 사랑을 시작하던 그때처럼
20190530	이하이	누구 없소 (NO ONE) (Feat. B.I of iKON)	female	댄스	2	윤명운	윤명운	에이오엠지	누구 없소 나를 붙잡아줄 님은 없소 눈을 씻고 찾아봐도 보이지가 않는데 어디 있소 나를 데려가 줄 님은 없소 난 더 이상 못 참겠소 내게 다가와 주오 똑같은 거리 같은 달빛 속에서 똑같은 자리 같은 잠에 들겠지 이제는 누군갈 더하고 싶어 짙은 외로움 거두고 싶어 I don't wanna be alone anymore 똑똑 누구 없소 똑똑 난 여기 있소 똑똑 거기 누구 없소 똑똑 넌 어디 있소 대답해주오 누구 없소 I don't know I don't know I don't know 대체 님은 어디에 I don't know I don't know I don't know I don't care about shit 거기 누구 없소 이 주인 없는 그리움을 어쩌냐는 말이오 혼자인 밤은 여전히 잠들기가 아쉬워 머문 적도 없는 나의 님은 대체 어딜 그리도 급하게 가시오 누구 없소 대단히 별 볼 일 없는 나의 하루하루에는 필요해 별일 어지러운 도시와 외로운 이 현실 속에서 나를 데리고 도망가 주오 멀리 누구 없소 똑같은 거리 같은 달빛 속에서 똑같은 자리 같은 잠에 들겠지 이제는 누군갈 더하고 싶어 짙은 외로움 거두고 싶어 I don't wanna be alone anymore 똑똑 누구 없소 똑똑 난 여기 있소 똑똑 거기 누구 없소 똑똑 넌 어디 있소 대답해주오 누구 없소 I don't know I don't know I don't know 대체 님은 어디에 I don't know I don't know I don't know I don't care about shit 유난히 긴 밤의 허릴 베어내고 또 이불 아래 고이 모셔놓으리 기다리고 기다리던 그대가 오신 날 밤에 꺼내 드리오리다 똑똑 누구 없소 I don't know I don't know I don't know 대체 님은 어디에 똑똑 여봐라 I don't know I don't know I don't know I don't care about shit 똑똑 여봐라 누구 없소 여보세요 거기 누구 여보세요 거기 누구 I don't know I don't know I don't know 누구 없소 여보세요 거기 누구 똑똑 누구 여보세요 거기 누구 똑똑 누구 없소 날 미치게 할 숨 쉬게 할 들뜨게 할 똑똑 누구 없소
20190609	마크툽 (MAKTUB)	오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)	male	"R&B/Soul, 인디음악"	20	마크툽 (MAKTUB)	마크툽 (MAKTUB)	(주)마크툽컴퍼니	별빛이 내린 밤 그 풍경 속 너와 나 날 새롭게 하는 따뜻하게 만드는 니 눈빛 니 미소 영원히 담아둘게 너로 가득한 맘 널 닮아가는 나 날 위한 선물 꿈보다 더 아름다운 서로의 품에서 끝 없는 밤을 걷자 나의 모든 날들을 다 주고싶어 내 이 맘을 모두 전하고 싶어 잠들지 못한 푸른 바람들 이렇게 밝게 이 밤을 비춰 너와 작은 일상을 함께 하는게 내 가장 큰 기쁨인걸 넌 알까 내 세상 속에 넌 빛이 되어 지금 모습 그대로 내 곁에만 행복이 짙은 날 어둠이 없는 밤 같은 맘 속에 같은 꿈이 피어난 건 우리의 정해진 운명이 맞닿은거야 나의 모든 날들을 다 주고싶어 내 이 맘을 모두 전하고 싶어 잠들지 못한 푸른 바람들 이렇게 밝게 이 밤을 비춰 너와 작은 일상을 함께 하는게 내 가장 큰 기쁨인걸 넌 알까 내 세상 속에 넌 빛이 되어 지금 모습 그대로 내 곁에만 내게 온 너란 빛이 눈 부셔도 네 앞에서 한 순간도 눈 감지 않아 다가올 시간도 계절의 바람도 널 데려가지 못하게 내가 더 좋은 사람이 되고 싶어 더 아름답게 널 안을 수 있게 잠들지 못한 잠들 수 없는 바람들이 널 부르고 있어 언제까지나 너와 함께 할거야 내 마지막 숨결도 너일거야 내 세상 속에 넌 빛이 되어 지금 모습 그대로 내 곁에만 이렇게 밝게 이 밤을 비춰
